Age,Income,NumPurchases,Calls,Churn
18,262,60,4,0
42,482,47,13,0
26,32,70,14,0
39,0,52,14,0
64,921,2,11,0
31,905,93,9,1
36,131,40,9,1
27,236,71,12,1
43,517,49,4,1
29,685,4,4,0
53,200,99,11,1
35,496,45,6,0
48,94,96,1,0
63,58,65,7,0
20,65,71,4,0
31,681,98,5,1
26,289,51,10,0
54,648,63,4,1
35,720,0,12,0
19,751,54,4,1
59,480,7,4,0
20,238,29,5,0
27,248,6,12,0
22,57,61,14,0
27,118,12,4,0
53,605,17,10,0
25,617,77,3,0
24,730,87,3,0
64,234,87,11,1
39,744,25,3,0
54,605,32,3,1
45,167,71,5,0
54,522,81,13,1
22,133,54,2,0
52,766,92,6,0
41,682,43,1,1
58,97,4,2,0
42,587,63,5,1
20,809,56,12,0
29,78,11,8,1
62,100,85,4,1
46,800,33,2,1
21,937,14,1,0
30,451,69,5,0
45,832,26,9,1
21,830,39,3,1
55,901,59,10,0
47,211,64,5,0
49,20,12,4,1
62,829,49,14,1
25,732,18,7,0
37,176,70,4,0
22,618,21,9,0
54,37,62,1,0
32,363,82,8,1
50,385,93,6,0
42,785,51,12,1
30,727,32,2,0
55,392,95,8,0
21,976,16,10,1
52,636,14,6,0
32,728,19,8,0
30,516,98,8,0
43,706,9,5,0
23,174,56,4,0
28,416,43,5,0
28,918,65,8,0
40,983,56,3,0
44,723,7,10,0
59,579,92,10,1
22,922,49,2,1
21,825,8,3,0
42,973,61,12,1
56,392,75,9,1
32,168,32,13,0
23,580,39,7,1
38,814,73,4,0
60,614,71,11,0
28,908,54,9,0
51,281,16,8,1
25,190,90,4,1
48,441,98,10,0
56,841,41,3,0
41,993,26,8,0
45,149,66,12,0
21,173,7,5,0
28,219,17,3,0
46,257,61,9,0
19,826,45,3,0
56,340,52,4,1
23,315,24,14,1
28,553,5,1,0
24,264,33,11,0
19,445,77,10,0
26,317,81,1,0
24,198,84,3,0
53,774,30,5,0
55,87,97,9,0
35,719,70,1,0
53,801,21,9,0
53,582,34,13,0
51,809,99,9,0
36,669,66,5,0
30,889,6,3,0
48,848,17,10,1
18,879,91,14,0
48,199,58,3,1
57,317,72,13,0
55,125,77,4,0
22,732,75,11,0
40,726,52,10,0
46,481,93,14,0
45,590,68,12,0
34,897,92,7,0
64,875,24,13,1
22,470,75,4,0
19,739,51,4,0
49,129,82,13,1
31,192,78,10,1
34,261,61,8,0
62,769,16,11,0
31,535,66,2,1
48,418,51,12,0
37,849,34,9,0
50,324,28,3,1
27,357,19,11,1
20,854,57,6,0
22,743,84,3,1
44,313,0,9,0
63,171,17,4,0
55,650,88,2,0
32,840,25,7,0
47,58,0,12,1
46,94,77,4,0
20,237,36,1,1
33,810,45,13,0
34,712,63,9,0
54,153,39,6,0
29,607,75,7,0
51,534,94,11,0
39,64,17,10,0
29,304,47,13,0
31,747,37,11,0
44,844,58,7,1
51,114,51,11,0
29,504,52,7,1
55,652,53,7,0
60,857,49,14,0
25,286,57,10,1
39,783,25,9,0
39,612,4,6,0
29,768,88,13,1
38,325,76,2,1
39,509,8,5,1
55,123,48,11,0
37,168,26,6,0
50,305,8,13,1
36,379,30,12,0
62,855,37,12,0
46,151,13,7,1
45,860,41,11,0
25,126,9,9,1
47,275,64,7,0
39,250,65,1,0
28,949,25,3,0
52,888,36,1,0
23,562,11,12,1
58,689,48,5,1
27,626,7,11,0
56,155,10,12,0
41,461,47,2,0
32,353,92,12,0
25,392,44,6,0
63,653,75,6,0
58,539,49,12,1
27,575,12,7,0
29,187,76,7,0
21,74,96,8,0
19,696,85,5,0
21,755,78,2,0
50,112,85,10,0
49,676,25,4,0
30,466,88,4,1
42,260,76,5,0
31,455,47,6,0
48,30,15,7,0
27,123,1,14,0
34,717,67,3,0
48,251,77,1,0
24,472,55,5,1
25,781,57,12,1
32,868,89,12,0
22,512,33,5,0
19,967,77,7,0
47,470,25,4,0
29,806,50,11,0
39,644,85,2,1
59,211,65,7,0
42,722,79,10,0
22,81,53,9,0
61,944,48,13,1
21,920,81,6,0
40,632,46,2,0
52,382,55,4,1
40,270,97,14,0
33,805,63,13,0
49,816,35,12,0
63,237,46,9,1
41,83,9,6,0
48,861,51,1,1
22,73,32,7,0
27,889,75,11,0
33,756,5,7,0
49,691,49,6,0
19,604,53,10,1
33,295,28,9,0
24,747,33,4,0
35,139,62,7,0
42,849,27,12,1
62,502,15,12,1
45,491,20,9,1
51,701,60,4,0
26,452,57,14,0
50,95,24,14,0
43,437,96,2,0
35,718,34,1,1
21,384,38,14,1
46,997,98,4,0
54,376,7,7,1
35,509,16,4,0
50,435,62,7,0
46,107,19,1,0
21,310,12,7,0
63,194,15,12,1
51,753,80,4,0
61,150,54,6,0
56,66,20,12,1
30,594,58,4,0
48,619,73,11,1
62,887,3,14,0
24,171,97,4,0
54,119,86,3,1
56,778,85,3,0
37,330,23,14,0
63,366,63,7,1
52,252,12,3,0
22,19,51,11,0
34,617,33,10,1
29,684,68,12,0
18,978,45,5,1
26,105,93,11,0
48,954,25,6,0
63,121,77,12,0
26,415,95,14,0
56,715,19,1,0
57,887,6,13,0
35,842,78,10,0
44,765,8,9,0
63,601,9,6,0
28,121,43,1,0
31,185,92,11,1
48,785,7,6,0
40,105,5,7,1
35,80,93,4,1
63,487,96,8,0
32,962,7,13,1
64,782,50,14,0
59,852,30,11,1
40,723,74,13,1
44,797,76,7,0
51,364,16,9,0
55,911,3,5,0
24,81,53,1,0
20,303,6,7,0
38,946,39,12,0
25,989,7,6,1
25,883,48,1,0
57,713,51,14,0
48,158,26,2,1
58,733,51,11,0
30,128,6,13,1
62,874,69,5,0
55,309,13,2,0
20,376,55,4,0
36,516,25,10,0
47,716,43,13,0
48,357,41,3,0
20,17,48,4,0
58,413,66,6,0
21,49,79,3,0
26,689,2,14,1
32,446,7,11,1
34,96,60,4,1
57,938,94,14,0
62,927,56,4,0
23,200,84,3,0
22,18,97,8,1
21,522,21,11,0
49,261,42,4,0
21,921,63,1,0
61,911,92,6,0
59,455,83,3,0
22,237,70,4,0
58,532,51,9,1
42,384,58,1,1
35,525,54,14,0
32,95,10,3,0
43,905,1,13,1
48,961,79,5,1
64,236,38,2,0
58,254,45,1,0
29,274,44,11,1
40,494,10,10,1
56,824,48,5,1
60,444,58,11,0
42,508,36,10,0
37,468,80,8,1
42,249,3,4,1
50,789,64,1,0
62,255,97,8,0
44,849,43,14,1
51,368,12,5,0
34,265,49,1,0
30,622,20,13,0
60,623,58,9,1
52,745,37,7,0
51,155,6,11,0
29,748,86,3,0
47,918,20,14,0
61,864,69,3,0
30,962,94,11,1
63,640,23,6,1
21,781,59,2,0
19,760,18,8,0
45,16,45,12,0
31,679,19,7,0
19,980,94,14,0
51,625,12,4,0
19,496,89,9,0
57,516,74,8,0
31,731,79,9,0
47,96,98,10,0
38,350,70,9,0
59,549,6,2,1
30,572,39,13,1
25,56,78,13,1
40,895,7,7,0
28,79,64,11,1
52,395,5,7,0
53,166,14,8,0
57,177,25,12,0
23,4,75,3,0
23,588,33,8,0
22,459,85,14,1
25,486,71,14,1
21,313,23,10,0
24,891,93,9,1
32,310,93,1,0
18,813,7,14,1
48,943,72,11,0
22,27,40,2,0
41,777,10,14,1
29,970,24,8,0
47,480,30,11,0
32,253,40,10,0
24,208,21,1,0
23,597,11,6,1
54,650,89,4,0
50,439,83,7,1
49,258,50,10,0
18,812,71,14,1
26,78,12,12,0
46,669,25,3,1
63,931,48,1,0
31,974,12,9,1
29,815,3,13,0
31,925,7,10,0
60,876,31,3,0
24,96,10,2,0
20,200,1,14,0
25,893,91,1,0
31,634,22,5,1
33,791,40,2,0
20,613,5,8,0
38,553,14,7,0
62,873,25,14,0
63,797,72,4,0
34,607,62,7,1
49,511,37,9,0
62,689,23,9,0
38,409,37,13,1
46,320,18,7,0
23,752,41,12,1
47,686,66,14,0
31,403,48,6,0
31,464,93,14,0
54,567,0,14,0
42,518,82,10,0
64,293,11,11,0
30,642,58,4,0
57,162,7,9,0
45,415,70,6,1
61,832,52,14,1
44,799,83,8,1
63,331,74,12,1
31,968,73,2,0
46,260,72,2,0
32,866,25,4,1
24,474,81,10,0
52,827,25,11,0
40,732,8,4,0
22,772,76,11,0
35,739,44,3,0
50,545,75,6,0
25,497,96,3,0
47,512,83,11,0
19,524,65,3,0
63,997,47,10,1
56,693,50,4,0
28,247,66,9,0
36,208,47,3,1
42,916,68,7,1
64,943,78,10,0
55,262,60,2,0
47,848,36,1,1
49,862,79,8,0
40,354,78,4,1
24,460,66,14,0
47,21,98,1,0
23,337,26,5,1
45,857,12,7,0
41,414,80,12,0
33,884,37,11,0
36,563,38,7,0
56,840,26,2,0
35,968,0,10,0
25,875,80,14,1
58,68,31,11,0
21,70,58,4,0
54,662,82,11,1
39,492,35,10,0
55,151,7,8,0
27,119,44,13,0
52,475,12,11,0
26,968,4,13,0
49,697,21,11,0
42,914,64,10,1
32,948,62,7,0
59,25,15,7,1
56,478,56,13,0
28,204,50,12,1
36,811,87,1,1
58,7,76,13,1
55,511,27,8,0
47,507,82,7,0
31,323,91,11,0
50,677,81,1,0
57,853,51,6,0
64,310,27,10,0
20,876,11,6,0
22,128,50,13,1
32,199,18,2,0
41,437,27,7,0
31,739,21,14,0
53,479,72,7,0
52,638,75,1,0
23,506,50,10,0
25,732,22,1,1
60,695,9,6,1
45,919,13,6,0
61,56,85,9,0
47,717,0,8,0
25,711,72,9,1
40,90,48,11,0
28,741,48,1,1
41,105,93,9,1
63,541,24,9,1
60,62,83,2,0
25,458,88,2,1
26,348,37,9,1
51,12,21,14,1
21,562,23,5,1
31,550,92,9,1
26,276,60,14,1
24,700,88,1,0
19,760,50,9,0
35,858,74,1,0
21,335,57,2,1
43,685,75,11,1
39,317,17,7,1
27,444,41,3,0
30,287,46,12,0
57,941,31,2,0
46,163,88,11,0
61,452,15,13,1
50,762,65,12,0
60,136,11,6,0
23,595,41,14,0
18,770,73,10,0
37,25,16,5,0
61,479,70,9,0
35,70,48,8,1
20,632,12,7,1
18,343,8,4,1
19,690,66,14,0
41,552,56,8,1
32,71,52,13,0
45,18,19,5,0
46,843,73,9,1
21,844,22,8,0
18,961,3,13,0
32,307,26,9,0
26,695,25,11,1
61,236,67,3,0
21,783,93,9,0
39,200,70,1,0
18,288,66,6,0
40,814,9,13,1
51,778,3,13,1
61,638,13,6,0
49,861,2,3,0
37,168,60,7,0
37,456,79,5,1
27,630,25,8,0
60,398,41,6,0
30,526,17,13,0
53,119,2,8,0
25,904,73,4,0
18,260,11,1,0
31,40,37,8,1
57,942,69,10,1
57,297,74,1,0
51,178,69,12,1
39,122,20,12,0
58,555,13,3,0
32,646,46,13,0
50,791,13,12,0
28,94,66,4,1
36,760,36,12,1
59,330,98,14,1
24,33,58,14,0
22,469,99,4,0
50,224,30,9,1
38,917,31,1,0
55,442,29,11,0
58,717,29,9,0
33,805,89,3,1
56,454,92,10,0
28,89,11,11,0
50,820,40,1,0
27,911,36,2,0
53,509,61,9,0
38,309,80,5,1
55,865,80,7,0
60,370,14,12,1
41,749,10,1,0
39,87,26,13,0
63,446,59,11,0
55,527,90,1,0
42,710,46,4,1
20,582,66,12,0
45,486,59,9,0
18,742,95,11,0
20,22,94,13,1
36,124,69,7,0
56,723,21,6,1
18,326,50,7,1
52,840,35,7,0
48,841,24,9,1
55,940,60,1,1
62,589,93,11,0
47,973,45,6,0
50,556,95,2,1
63,575,46,14,0
30,977,43,4,0
47,866,2,10,1
55,225,75,2,0
58,871,28,4,1
53,200,19,4,1
43,442,2,5,0
59,128,56,13,0
34,926,74,13,1
30,849,51,10,0
58,32,20,6,1
53,610,92,5,0
23,795,25,2,0
41,657,77,13,0
47,656,65,12,0
33,784,0,5,1
19,46,28,2,0
49,716,84,7,1
23,394,27,4,1
52,483,24,10,0
40,842,3,1,1
48,252,27,8,0
53,958,63,5,0
53,710,41,9,0
26,207,51,5,0
26,660,26,2,1
54,884,90,5,1
24,953,17,8,1
24,525,32,1,0
36,820,40,3,0
20,427,45,3,0
59,501,73,12,0
23,746,71,4,1
19,439,85,9,0
53,325,89,8,0
41,297,54,10,1
22,703,24,4,0
60,697,58,13,0
49,104,85,5,0
46,227,9,9,0
22,906,55,5,0
54,250,29,2,1
36,27,5,4,0
54,337,75,9,1
38,272,55,3,1
39,786,65,6,0
59,747,83,7,0
60,234,2,11,1
20,150,5,12,0
44,177,28,1,0
42,0,21,2,0
34,347,84,6,0
59,201,87,3,0
56,291,44,3,1
39,402,32,1,0
27,502,70,3,0
18,29,39,3,1
60,87,58,4,0
55,789,49,3,0
48,932,41,1,0
27,575,77,13,0
60,319,0,5,0
28,366,58,8,0
47,598,86,13,1
24,837,61,6,0
32,624,49,1,0
43,905,88,13,0
53,43,97,10,0
46,639,84,1,0
61,43,23,4,1
33,228,77,7,0
43,818,11,13,1
34,330,31,3,0
45,154,51,4,0
33,988,85,13,0
47,297,87,8,0
31,915,71,11,0
55,747,32,1,0
62,927,29,14,0
45,928,14,11,0
38,946,79,5,0
39,658,3,9,0
47,990,68,3,0
53,452,94,13,1
28,95,75,6,0
61,301,56,2,0
22,961,51,9,0
40,842,5,9,0
21,193,89,3,0
61,347,27,5,0
24,103,33,1,0
23,744,32,14,0
63,197,35,9,0
51,815,69,12,0
29,477,49,12,1
32,131,65,12,0
44,396,5,14,0
37,225,26,13,0
27,720,25,11,0
62,287,34,11,0
54,727,15,7,0
30,77,56,9,1
60,925,59,13,1
25,266,23,10,1
29,358,3,12,1
60,868,19,12,0
19,782,39,8,1
30,78,85,2,0
31,281,26,11,0
37,946,73,8,1
47,433,42,11,0
36,912,82,7,1
63,367,39,13,1
45,717,81,12,0
23,296,96,4,0
57,98,22,13,1
64,171,55,7,0
49,217,81,9,0
37,235,71,6,0
27,614,90,6,0
42,65,21,9,1
40,892,50,7,0
30,633,10,13,0
22,722,38,13,0
57,265,15,2,0
36,675,7,3,0
27,462,32,7,0
37,950,55,14,1
46,29,46,10,1
27,282,49,12,0
55,933,60,9,0
55,488,37,10,0
57,252,78,7,1
41,64,95,14,0
23,652,93,1,0
20,799,31,12,0
33,927,21,9,0
64,630,26,3,0
60,460,37,4,1
59,145,38,10,1
25,864,31,3,0
59,631,46,6,1
41,620,44,5,1
42,811,34,8,0
28,98,64,14,1
34,497,68,6,0
50,503,71,12,0
56,353,62,10,0
37,78,72,9,1
62,338,81,11,0
18,367,51,13,1
36,727,88,12,0
49,563,58,3,0
49,527,89,13,1
28,61,25,2,0
64,395,20,12,0
60,857,14,10,0
26,457,53,6,0
51,869,45,5,1
56,192,25,3,1
57,868,93,13,0
48,28,74,4,0
52,244,80,2,0
28,145,36,2,0
45,411,69,12,1
33,508,16,7,0
25,729,22,8,0
23,18,15,5,0
23,41,95,3,0
30,977,68,5,1
51,787,12,6,1
22,612,8,2,0
19,200,63,9,0
26,265,10,9,0
53,265,20,1,0
29,751,68,5,1
51,589,56,8,0
40,507,99,7,0
23,750,25,12,0
53,406,17,2,0
42,917,27,13,0
38,772,64,12,1
34,531,58,11,0
46,750,94,13,0
44,379,26,7,0
50,480,57,6,0
24,357,82,9,0
44,594,25,3,0
51,551,82,9,0
22,912,81,14,1
26,520,80,13,0
54,15,80,11,1
31,515,24,12,0
42,733,60,9,0
21,830,55,13,0
49,485,15,8,0
20,714,80,14,0
52,981,71,13,0
25,55,61,12,0
35,725,60,6,0
33,516,10,3,0
25,854,97,14,0
57,339,5,7,0
23,0,1,13,0
18,546,51,10,0
41,352,19,6,0
26,556,10,6,0
20,980,57,8,1
55,850,71,4,1
36,690,99,1,1
24,406,3,3,0
18,365,42,5,1
22,935,55,5,1
30,489,66,12,1
41,470,67,7,0
46,832,44,7,1
58,853,2,14,1
62,624,74,14,0
34,785,21,13,1
22,63,97,6,0
55,617,61,14,0
35,675,70,5,1
41,739,4,12,1
27,460,62,5,0
20,369,31,11,0
49,194,44,6,1
36,415,63,14,0
29,234,16,4,0
40,628,85,10,0
57,734,61,2,0
58,77,83,10,1
24,774,34,3,1
19,627,31,5,0
24,772,34,8,0
25,761,33,4,0
22,548,78,2,0
45,305,99,5,0
36,18,24,13,0
54,979,68,13,0
36,511,92,12,0
44,816,9,13,0
55,226,59,11,0
41,322,64,9,1
31,679,7,3,0
56,368,42,9,0
59,61,62,12,0
46,767,31,8,0
60,632,22,5,0
63,14,1,4,0
38,876,49,1,0
22,433,15,4,0
56,871,97,12,1
53,96,11,4,0
18,387,48,6,0
38,882,96,3,0
21,292,81,11,0
53,952,71,10,1
27,929,64,3,0
50,677,75,10,0
47,499,18,4,0
57,484,27,13,0
32,924,68,7,1
55,286,42,5,0
29,897,99,9,0
37,768,9,6,0
63,662,80,9,0
20,874,80,6,0
36,451,11,2,1
21,554,37,2,0
39,535,80,4,0
55,729,9,9,0
21,744,61,13,1
26,650,31,11,1
27,22,93,10,0
54,46,3,2,0
53,280,15,1,0
55,770,39,4,0
22,980,32,11,0
42,965,89,8,1
22,307,42,7,0
20,8,56,1,0
22,606,44,12,0
61,385,32,7,0
31,123,65,10,0
30,624,98,1,0
30,444,74,8,0
41,70,13,2,1
33,830,61,9,0
44,572,98,5,0
37,521,95,12,0
41,268,28,13,0
42,625,48,1,0
32,477,26,8,1
56,475,29,4,1
44,30,74,3,1
55,321,25,13,1
45,43,92,11,1
63,969,6,11,0
28,572,34,6,0
61,831,58,7,1
43,40,43,11,0
44,870,57,14,0
48,527,34,12,0
21,217,98,11,0
18,956,32,3,1
49,573,10,9,0
25,912,18,14,0
31,317,84,6,1
28,850,36,4,0
20,133,24,12,0
57,233,78,13,1
25,207,91,1,0
43,108,92,10,0
46,135,7,5,0
21,897,32,6,1
27,550,24,1,0
49,4,49,2,0
27,468,4,8,0
49,743,95,14,1
56,836,22,11,0
20,811,39,12,0
47,589,66,8,0
21,371,75,8,0
22,503,11,3,0
46,287,57,3,0
33,653,10,5,0
24,581,98,7,1
29,299,13,3,0
33,30,48,6,0
50,446,37,2,0
19,62,72,4,0
43,988,1,1,1
58,430,20,10,0
53,795,53,10,0
40,75,2,2,0
43,47,78,6,1
18,761,27,13,0
57,534,48,1,1
57,222,2,8,0
28,722,60,10,0
19,388,32,8,0
38,851,43,7,0
29,669,5,13,0
27,441,28,5,0
23,43,22,3,0
29,430,42,12,0
29,130,57,12,1
18,326,57,3,0
37,94,78,4,0
37,85,51,11,1
55,481,84,5,0
52,330,48,9,0
22,94,36,7,1
46,258,68,14,0
55,176,0,5,0
41,310,46,13,0
23,499,93,1,0
35,412,60,7,0
46,441,78,1,1
42,370,47,10,1
23,616,96,2,0
52,32,73,1,0
52,217,44,4,1
19,622,50,9,0
19,700,91,2,0
41,47,10,8,0
52,439,34,4,1
23,466,96,11,0
28,649,49,4,0
56,340,25,11,0
38,755,36,6,0
30,884,58,10,0
53,963,1,3,0
58,670,0,13,0
47,10,13,6,1
48,205,76,10,1
31,362,69,2,1
26,894,83,12,0
59,337,67,12,1
43,79,82,8,0
45,507,47,14,0
48,476,93,2,0
19,193,35,1,0
57,325,44,12,1
57,892,96,2,0
31,502,74,4,0
52,921,89,14,0
56,259,59,11,1
51,896,1,11,0
21,470,9,2,0
45,888,84,13,1
29,256,27,4,1
26,805,79,14,1
21,71,71,3,1
45,885,91,13,1
25,44,5,9,1
59,10,55,5,0
26,275,33,12,0
26,491,72,7,1
20,629,6,6,0
43,576,87,4,1
35,597,61,10,1
44,137,63,1,1
35,234,74,7,0
20,309,53,13,1
24,499,76,3,1
35,943,3,12,1
40,850,12,10,0
48,193,5,4,1
48,42,20,10,0
42,874,14,5,0
63,144,19,1,0
32,457,20,1,0
51,116,56,3,0
39,101,7,10,1
22,120,72,13,1
61,374,72,11,1
56,342,76,1,0
44,875,39,12,1
19,744,29,3,0
36,645,27,4,0
53,320,9,3,0
58,174,39,5,0
40,4,82,10,1
35,375,49,8,0
34,567,27,1,0
21,160,60,2,0
23,113,14,1,1
41,917,9,13,1
24,293,72,3,0
20,663,71,14,0
53,944,46,5,1
55,599,71,7,1
48,593,26,7,0
60,611,13,6,1
30,589,48,13,1
46,356,92,8,1
57,459,55,5,0
58,493,67,7,0
31,978,21,11,1
34,47,31,1,0
45,797,55,11,1
21,761,97,3,1
58,699,85,9,0
29,634,81,10,0
53,13,81,2,1
46,0,76,3,0
38,872,85,9,0
42,984,68,7,0
64,660,62,13,0
31,371,96,4,0
25,667,81,12,1
22,689,74,14,0
63,785,54,11,1
34,62,74,14,1
56,484,66,2,0
33,558,11,14,0
62,106,46,1,0
50,285,62,12,0
61,231,97,6,1
55,815,22,3,0
28,84,29,10,1
32,77,42,7,0
18,566,19,10,0
45,847,85,1,1
61,878,3,10,1
23,735,31,12,0
64,741,49,13,0
64,732,62,11,0
26,321,68,11,0
27,544,42,5,1
25,450,73,2,0
20,234,92,14,0
20,481,62,13,1
41,453,49,8,0
24,872,53,1,0
19,393,33,2,1
23,159,30,10,0
21,143,88,11,0
59,926,60,14,0
36,241,21,14,0
22,183,0,9,0
24,157,9,12,1
23,908,43,7,1
39,911,98,13,0
58,173,67,5,0
64,856,22,1,0
36,487,33,8,0
39,369,10,6,0
44,243,96,11,0
63,923,71,5,0
35,915,39,1,1
41,777,82,1,1
61,419,56,2,0
58,227,7,13,1
30,532,54,11,1
20,676,95,11,0
55,92,89,6,0
54,617,22,4,0
58,527,81,11,1
49,56,0,2,0
45,699,55,9,0
29,380,16,10,1
21,803,40,12,0
35,656,63,11,0
24,821,82,8,1
36,932,94,13,0
52,698,43,10,0
39,86,93,9,1
26,283,22,13,0
36,360,83,4,0
58,525,69,1,0
47,196,10,7,0
48,825,47,12,1
53,780,63,5,0
34,826,76,1,0
55,330,80,8,0
50,817,96,7,0
56,150,7,13,0
53,8,6,11,0
30,354,66,8,1
43,800,49,7,0
56,443,88,2,0
55,189,4,10,0
52,814,85,1,0
28,548,66,8,1
30,230,4,9,1
47,944,20,9,0
52,142,34,1,0
61,175,12,12,1
23,498,65,9,0
37,183,95,7,0
62,51,53,7,0
60,888,5,12,0
41,966,44,2,0
62,107,21,6,0
29,681,44,11,0
53,4,41,1,1
50,782,62,2,0
64,887,99,1,0
56,773,30,6,0
19,675,18,10,1
20,497,74,7,0
32,330,49,4,0
54,653,30,8,0
46,906,52,11,0
20,288,77,13,0
24,307,77,8,0
50,858,25,10,1
55,178,73,3,0
37,547,34,4,0
35,392,30,7,0
18,339,49,10,1
57,899,5,5,1
34,604,28,3,1
55,686,16,11,0
63,3,77,2,0
45,60,96,1,0
36,280,39,13,1
61,231,8,10,1
44,938,26,5,0
41,432,15,11,0
63,968,36,11,1
25,422,69,13,0
45,539,91,1,1
57,647,86,8,0
25,613,46,10,1
42,375,5,14,0
26,415,48,4,0
25,305,52,6,0
19,546,62,4,0
40,15,54,11,0
26,320,62,3,1
37,518,25,8,1
35,264,53,13,0
60,212,92,9,1
42,178,0,1,1
24,689,11,2,0
63,344,45,14,0
59,541,55,12,0
30,494,41,12,1
42,241,64,1,0
47,260,98,11,0
37,895,63,9,0
54,834,98,13,0
47,251,88,6,0
47,868,60,6,1
24,432,76,5,0
22,67,94,10,0
57,399,69,3,1
54,526,10,14,1
29,505,61,11,1
52,691,72,9,1
19,126,16,8,0
52,806,70,7,1
54,38,3,12,0
64,859,48,14,0
51,15,8,2,0
58,677,47,11,1
31,377,17,8,0
23,213,27,8,0
49,517,8,5,1
48,612,33,11,0
40,149,2,7,1
64,32,31,12,1
34,452,65,1,1
43,438,9,14,1
35,328,84,2,0
56,480,28,1,0
58,910,17,5,0
58,662,15,1,1
27,669,59,6,1
63,215,84,4,0
39,212,99,13,0
43,159,3,8,1
59,8,82,1,0
43,58,1,10,0
52,186,65,12,0
32,775,27,9,0
40,819,52,4,0
57,818,58,5,0
32,998,36,3,1
37,239,69,9,0
32,720,3,1,1
64,398,70,13,0
31,850,94,8,0
25,497,42,13,1
42,868,47,5,0
60,135,61,12,0
44,494,48,8,1
58,353,54,5,0
43,484,49,8,1
46,811,31,5,0
58,418,88,11,0
38,796,55,10,0
49,746,71,4,0
33,886,0,1,0
44,898,10,8,0
52,140,8,9,1
18,910,15,1,0
63,451,32,1,0
58,875,65,1,0
29,45,95,4,1
41,241,3,6,1
52,422,11,1,1
30,53,78,5,0
64,264,44,4,0
29,529,53,10,0
34,113,49,6,0
26,481,41,13,1
35,937,47,14,0
23,290,66,2,0
24,710,82,6,1
62,249,55,9,0
41,218,69,1,0
43,17,67,10,0
57,133,69,13,0
57,143,89,5,0
36,941,35,9,0
28,879,2,3,1
47,391,72,5,1
48,458,28,7,0
39,761,5,6,1
58,492,77,8,0
25,683,17,1,0
26,207,48,8,0
38,274,40,2,1
20,713,84,2,0
20,750,56,5,0
57,538,36,1,0
55,815,87,7,0
55,37,6,13,0
47,330,58,10,1
55,341,7,14,0
48,351,7,6,1
31,693,82,1,1
35,649,33,8,1
38,904,6,11,0
37,538,41,6,0
19,53,87,12,0
26,9,32,4,1
36,391,12,9,0
45,329,69,2,0
56,219,23,12,0
51,96,40,11,0
19,992,86,7,0
42,804,28,9,1
19,873,66,4,1
22,759,16,8,1
45,433,16,7,0
54,372,17,8,1
50,504,30,6,0
54,939,63,1,0
46,439,82,10,0
63,693,17,6,0
34,433,35,7,0
47,685,13,11,0
54,483,82,10,1
22,668,23,3,0
32,712,35,6,0
34,724,46,12,0
24,358,17,13,0
31,343,97,14,1
42,414,42,1,1
62,74,43,13,1
26,494,43,8,0
47,627,12,13,0
38,863,44,2,0
41,90,69,4,0
62,305,76,9,1
43,18,66,12,0
28,150,88,13,0
48,683,5,3,0
28,671,88,7,1
57,40,10,1,0
48,715,70,2,0
60,393,86,10,1
23,377,70,10,1
39,909,41,8,0
39,519,50,7,0
54,660,75,2,0
24,661,87,2,0
64,925,50,7,0
56,219,81,2,1
63,77,74,10,0
34,953,67,13,0
21,3,28,4,0
53,488,77,4,0
26,866,82,2,0
34,908,5,8,1
35,837,53,14,1
60,486,82,12,0
63,223,17,13,0
26,433,70,3,0
39,751,61,10,0
20,53,62,12,1
56,906,88,5,0
24,938,35,1,0
30,479,54,7,1
20,316,32,4,0
21,685,89,9,1
64,938,26,12,0
45,987,35,5,1
33,920,10,3,0
64,208,0,6,1
59,154,67,6,1
57,508,70,1,1
21,488,36,1,1
29,317,43,2,1
31,965,92,12,1
44,9,52,8,1
21,960,77,14,0
52,768,60,2,0
22,521,59,14,0
59,583,34,10,1
32,947,83,9,1
64,193,40,2,0
26,992,42,1,0
23,580,19,3,1
33,670,14,2,0
61,472,57,6,0
28,334,40,4,1
59,932,86,1,0
37,860,34,11,1
45,830,65,4,1
18,44,84,6,0
49,812,48,9,0
56,641,87,3,0
30,186,78,8,0
24,467,68,13,0
41,430,14,6,0
25,478,96,9,1
33,431,51,14,1
23,796,94,4,0
27,209,12,4,0
33,505,26,11,1
54,22,68,12,1
21,910,78,2,0
42,651,51,10,1
23,73,10,6,0
61,599,52,2,0
45,424,57,12,0
28,147,2,14,0
25,935,35,12,0
27,803,6,13,1
54,896,68,5,0
31,477,29,11,0
41,444,36,6,0
44,855,81,12,0
51,883,93,2,0
46,533,5,4,0
18,449,41,9,0
57,313,85,8,1
60,529,47,10,1
55,530,80,11,1
51,145,98,7,0
42,349,36,4,0
37,582,92,4,1
58,505,89,9,0
31,542,3,7,0
57,654,71,5,1
58,542,78,5,0
20,72,49,9,0
44,473,94,14,0
31,646,64,12,0
54,95,49,6,0
57,185,19,8,0
41,884,88,13,0
28,175,9,12,1
47,677,77,4,1
47,443,88,4,0
46,868,2,5,0
59,260,76,11,0
61,350,25,11,0
47,811,96,6,0
58,713,1,4,0
49,630,41,3,0
40,784,48,1,0
34,462,5,9,0
47,647,26,1,0
50,74,79,4,0
61,477,61,14,0
28,114,58,5,0
55,522,81,1,0
